0.0,0.0,10000000000,0.0,10000000000,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,2400000000,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,155000000,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000000,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,2400000000,0.0
10000000000,0.0,0.0,10000000000,0.0,0.0,10000000000,2400000000,0.0,0.0,2400000000,0.0,10000000000,0.0,10000000000,0.0,0.0,0.0,10000000000,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0
0.0,2400000000,10000000000,0.0,10000000000,10000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000
0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0
10000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0
0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155000000,0.0,155000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10000000000,0.0,10000000000,10000000000,0.0,2400000000,0.0,0.0,0.0,155000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,155000000,0.0,0.0,0.0,0.0,155000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2400000000,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,0.0,155000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000
2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000
0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000
0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,0.0,10000000000
2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10000000000,0.0,0.0,0.0,2400000000,0.0,0.0,0.0,10000000000,2400000000,0.0,2400000000,10000000000,0.0,0.0,0.0
